avg(price),_c0,carat,cut,color,clarity,depth,table,price,x,y,z
1734.6666666666667,20,0.3,Very Good,J,SI1,62.7,59.0,351,4.21,4.27,2.66
1588.7,20,0.3,Very Good,J,SI1,62.7,59.0,351,4.21,4.27,2.66
2830.0,20,0.3,Very Good,J,SI1,62.7,59.0,351,4.21,4.27,2.66
2311.6153846153848,20,0.3,Very Good,J,SI1,62.7,59.0,351,4.21,4.27,2.66
1455.7142857142858,20,0.3,Very Good,J,SI1,62.7,59.0,351,4.21,4.27,2.66
2856.1111111111113,21,0.3,Good,I,SI2,63.3,56.0,351,4.26,4.3,2.71
1898.4,21,0.3,Good,I,SI2,63.3,56.0,351,4.26,4.3,2.71
1878.4,21,0.3,Good,I,SI2,63.3,56.0,351,4.26,4.3,2.71
2142.785714285714,21,0.3,Good,I,SI2,63.3,56.0,351,4.26,4.3,2.71
1727.9761904761904,21,0.3,Good,I,SI2,63.3,56.0,351,4.26,4.3,2.71
2544.5555555555557,22,0.23,Very Good,E,VS2,63.8,55.0,352,3.85,3.92,2.48
2217.3703703703704,22,0.23,Very Good,E,VS2,63.8,55.0,352,3.85,3.92,2.48
2621.194029850746,22,0.23,Very Good,E,VS2,63.8,55.0,352,3.85,3.92,2.48
2380.653846153846,22,0.23,Very Good,E,VS2,63.8,55.0,352,3.85,3.92,2.48
2682.741176470588,22,0.23,Very Good,E,VS2,63.8,55.0,352,3.85,3.92,2.48
2175.714285714286,23,0.23,Very Good,H,VS1,61.0,57.0,353,3.94,3.96,2.41
2440.243902439024,23,0.23,Very Good,H,VS1,61.0,57.0,353,3.94,3.96,2.41
2837.3571428571427,23,0.23,Very Good,H,VS1,61.0,57.0,353,3.94,3.96,2.41
2205.1612903225805,23,0.23,Very Good,H,VS1,61.0,57.0,353,3.94,3.96,2.41
1765.7272727272727,23,0.23,Very Good,H,VS1,61.0,57.0,353,3.94,3.96,2.41
1734.6666666666667,24,0.31,Very Good,J,SI1,59.4,62.0,353,4.39,4.43,2.62
1588.7,24,0.31,Very Good,J,SI1,59.4,62.0,353,4.39,4.43,2.62
2830.0,24,0.31,Very Good,J,SI1,59.4,62.0,353,4.39,4.43,2.62
2311.6153846153848,24,0.31,Very Good,J,SI1,59.4,62.0,353,4.39,4.43,2.62
1455.7142857142858,24,0.31,Very Good,J,SI1,59.4,62.0,353,4.39,4.43,2.62
1734.6666666666667,25,0.31,Very Good,J,SI1,58.1,62.0,353,4.44,4.47,2.59
1588.7,25,0.31,Very Good,J,SI1,58.1,62.0,353,4.44,4.47,2.59
2830.0,25,0.31,Very Good,J,SI1,58.1,62.0,353,4.44,4.47,2.59
2311.6153846153848,25,0.31,Very Good,J,SI1,58.1,62.0,353,4.44,4.47,2.59
1455.7142857142858,25,0.31,Very Good,J,SI1,58.1,62.0,353,4.44,4.47,2.59
2562.730769230769,26,0.23,Very Good,G,VVS2,60.4,58.0,354,3.97,4.01,2.41
2576.157894736842,26,0.23,Very Good,G,VVS2,60.4,58.0,354,3.97,4.01,2.41
2822.0,26,0.23,Very Good,G,VVS2,60.4,58.0,354,3.97,4.01,2.41
2544.8070175438597,26,0.23,Very Good,G,VVS2,60.4,58.0,354,3.97,4.01,2.41
2594.5,26,0.23,Very Good,G,VVS2,60.4,58.0,354,3.97,4.01,2.41
2856.1111111111113,27,0.24,Premium,I,VS1,62.5,57.0,355,3.97,3.94,2.47
1898.4,27,0.24,Premium,I,VS1,62.5,57.0,355,3.97,3.94,2.47
1878.4,27,0.24,Premium,I,VS1,62.5,57.0,355,3.97,3.94,2.47
2142.785714285714,27,0.24,Premium,I,VS1,62.5,57.0,355,3.97,3.94,2.47
1727.9761904761904,27,0.24,Premium,I,VS1,62.5,57.0,355,3.97,3.94,2.47
1734.6666666666667,28,0.3,Very Good,J,VS2,62.2,57.0,357,4.28,4.3,2.67
1588.7,28,0.3,Very Good,J,VS2,62.2,57.0,357,4.28,4.3,2.67
2830.0,28,0.3,Very Good,J,VS2,62.2,57.0,357,4.28,4.3,2.67
2311.6153846153848,28,0.3,Very Good,J,VS2,62.2,57.0,357,4.28,4.3,2.67
1455.7142857142858,28,0.3,Very Good,J,VS2,62.2,57.0,357,4.28,4.3,2.67
2863.6666666666665,29,0.23,Very Good,D,VS2,60.5,61.0,357,3.96,3.97,2.4
2142.8571428571427,29,0.23,Very Good,D,VS2,60.5,61.0,357,3.96,3.97,2.4
2699.1428571428573,29,0.23,Very Good,D,VS2,60.5,61.0,357,3.96,3.97,2.4
2731.695652173913,29,0.23,Very Good,D,VS2,60.5,61.0,357,3.96,3.97,2.4
2393.5789473684213,29,0.23,Very Good,D,VS2,60.5,61.0,357,3.96,3.97,2.4
2799.5753424657532,30,0.23,Very Good,F,VS1,60.9,57.0,357,3.96,3.99,2.42
2526.0545454545454,30,0.23,Very Good,F,VS1,60.9,57.0,357,3.96,3.99,2.42
2696.225352112676,30,0.23,Very Good,F,VS1,60.9,57.0,357,3.96,3.99,2.42
2824.8333333333335,30,0.23,Very Good,F,VS1,60.9,57.0,357,3.96,3.99,2.42
2657.266666666667,30,0.23,Very Good,F,VS1,60.9,57.0,357,3.96,3.99,2.42
2799.5753424657532,31,0.23,Very Good,F,VS1,60.0,57.0,402,4.0,4.03,2.41
2526.0545454545454,31,0.23,Very Good,F,VS1,60.0,57.0,402,4.0,4.03,2.41
2696.225352112676,31,0.23,Very Good,F,VS1,60.0,57.0,402,4.0,4.03,2.41
2824.8333333333335,31,0.23,Very Good,F,VS1,60.0,57.0,402,4.0,4.03,2.41
2657.266666666667,31,0.23,Very Good,F,VS1,60.0,57.0,402,4.0,4.03,2.41
2799.5753424657532,32,0.23,Very Good,F,VS1,59.8,57.0,402,4.04,4.06,2.42
2526.0545454545454,32,0.23,Very Good,F,VS1,59.8,57.0,402,4.04,4.06,2.42
2696.225352112676,32,0.23,Very Good,F,VS1,59.8,57.0,402,4.04,4.06,2.42
2824.8333333333335,32,0.23,Very Good,F,VS1,59.8,57.0,402,4.04,4.06,2.42
2657.266666666667,32,0.23,Very Good,F,VS1,59.8,57.0,402,4.04,4.06,2.42
2544.5555555555557,33,0.23,Very Good,E,VS1,60.7,59.0,402,3.97,4.01,2.42
2217.3703703703704,33,0.23,Very Good,E,VS1,60.7,59.0,402,3.97,4.01,2.42
2621.194029850746,33,0.23,Very Good,E,VS1,60.7,59.0,402,3.97,4.01,2.42
2380.653846153846,33,0.23,Very Good,E,VS1,60.7,59.0,402,3.97,4.01,2.42
2682.741176470588,33,0.23,Very Good,E,VS1,60.7,59.0,402,3.97,4.01,2.42
2544.5555555555557,34,0.23,Very Good,E,VS1,59.5,58.0,402,4.01,4.06,2.4
2217.3703703703704,34,0.23,Very Good,E,VS1,59.5,58.0,402,4.01,4.06,2.4
2621.194029850746,34,0.23,Very Good,E,VS1,59.5,58.0,402,4.01,4.06,2.4
2380.653846153846,34,0.23,Very Good,E,VS1,59.5,58.0,402,4.01,4.06,2.4
2682.741176470588,34,0.23,Very Good,E,VS1,59.5,58.0,402,4.01,4.06,2.4
2863.6666666666665,35,0.23,Very Good,D,VS1,61.9,58.0,402,3.92,3.96,2.44
2142.8571428571427,35,0.23,Very Good,D,VS1,61.9,58.0,402,3.92,3.96,2.44
2699.1428571428573,35,0.23,Very Good,D,VS1,61.9,58.0,402,3.92,3.96,2.44
2731.695652173913,35,0.23,Very Good,D,VS1,61.9,58.0,402,3.92,3.96,2.44
2393.5789473684213,35,0.23,Very Good,D,VS1,61.9,58.0,402,3.92,3.96,2.44
2799.5753424657532,36,0.23,Good,F,VS1,58.2,59.0,402,4.06,4.08,2.37
2526.0545454545454,36,0.23,Good,F,VS1,58.2,59.0,402,4.06,4.08,2.37
2696.225352112676,36,0.23,Good,F,VS1,58.2,59.0,402,4.06,4.08,2.37
2824.8333333333335,36,0.23,Good,F,VS1,58.2,59.0,402,4.06,4.08,2.37
2657.266666666667,36,0.23,Good,F,VS1,58.2,59.0,402,4.06,4.08,2.37
2544.5555555555557,37,0.23,Good,E,VS1,64.1,59.0,402,3.83,3.85,2.46
2217.3703703703704,37,0.23,Good,E,VS1,64.1,59.0,402,3.83,3.85,2.46
2621.194029850746,37,0.23,Good,E,VS1,64.1,59.0,402,3.83,3.85,2.46
2380.653846153846,37,0.23,Good,E,VS1,64.1,59.0,402,3.83,3.85,2.46
2682.741176470588,37,0.23,Good,E,VS1,64.1,59.0,402,3.83,3.85,2.46
2175.714285714286,38,0.31,Good,H,SI1,64.0,54.0,402,4.29,4.31,2.75
2440.243902439024,38,0.31,Good,H,SI1,64.0,54.0,402,4.29,4.31,2.75
2837.3571428571427,38,0.31,Good,H,SI1,64.0,54.0,402,4.29,4.31,2.75
2205.1612903225805,38,0.31,Good,H,SI1,64.0,54.0,402,4.29,4.31,2.75
1765.7272727272727,38,0.31,Good,H,SI1,64.0,54.0,402,4.29,4.31,2.75
2863.6666666666665,39,0.26,Very Good,D,VS2,60.8,59.0,403,4.13,4.16,2.52
2142.8571428571427,39,0.26,Very Good,D,VS2,60.8,59.0,403,4.13,4.16,2.52
2699.1428571428573,39,0.26,Very Good,D,VS2,60.8,59.0,403,4.13,4.16,2.52
2731.695652173913,39,0.26,Very Good,D,VS2,60.8,59.0,403,4.13,4.16,2.52
2393.5789473684213,39,0.26,Very Good,D,VS2,60.8,59.0,403,4.13,4.16,2.52
2856.1111111111113,40,0.33,Ideal,I,SI2,61.8,55.0,403,4.49,4.51,2.78
1898.4,40,0.33,Ideal,I,SI2,61.8,55.0,403,4.49,4.51,2.78
1878.4,40,0.33,Ideal,I,SI2,61.8,55.0,403,4.49,4.51,2.78
2142.785714285714,40,0.33,Ideal,I,SI2,61.8,55.0,403,4.49,4.51,2.78
1727.9761904761904,40,0.33,Ideal,I,SI2,61.8,55.0,403,4.49,4.51,2.78
2856.1111111111113,41,0.33,Ideal,I,SI2,61.2,56.0,403,4.49,4.5,2.75
1898.4,41,0.33,Ideal,I,SI2,61.2,56.0,403,4.49,4.5,2.75
1878.4,41,0.33,Ideal,I,SI2,61.2,56.0,403,4.49,4.5,2.75
2142.785714285714,41,0.33,Ideal,I,SI2,61.2,56.0,403,4.49,4.5,2.75
1727.9761904761904,41,0.33,Ideal,I,SI2,61.2,56.0,403,4.49,4.5,2.75
1734.6666666666667,42,0.33,Ideal,J,SI1,61.1,56.0,403,4.49,4.55,2.76
1588.7,42,0.33,Ideal,J,SI1,61.1,56.0,403,4.49,4.55,2.76
2830.0,42,0.33,Ideal,J,SI1,61.1,56.0,403,4.49,4.55,2.76
2311.6153846153848,42,0.33,Ideal,J,SI1,61.1,56.0,403,4.49,4.55,2.76
1455.7142857142858,42,0.33,Ideal,J,SI1,61.1,56.0,403,4.49,4.55,2.76
2863.6666666666665,43,0.26,Good,D,VS2,65.2,56.0,403,3.99,4.02,2.61
2142.8571428571427,43,0.26,Good,D,VS2,65.2,56.0,403,3.99,4.02,2.61
2699.1428571428573,43,0.26,Good,D,VS2,65.2,56.0,403,3.99,4.02,2.61
2731.695652173913,43,0.26,Good,D,VS2,65.2,56.0,403,3.99,4.02,2.61
2393.5789473684213,43,0.26,Good,D,VS2,65.2,56.0,403,3.99,4.02,2.61
2863.6666666666665,44,0.26,Good,D,VS1,58.4,63.0,403,4.19,4.24,2.46
2142.8571428571427,44,0.26,Good,D,VS1,58.4,63.0,403,4.19,4.24,2.46
2699.1428571428573,44,0.26,Good,D,VS1,58.4,63.0,403,4.19,4.24,2.46
2731.695652173913,44,0.26,Good,D,VS1,58.4,63.0,403,4.19,4.24,2.46
2393.5789473684213,44,0.26,Good,D,VS1,58.4,63.0,403,4.19,4.24,2.46
2175.714285714286,45,0.32,Good,H,SI2,63.1,56.0,403,4.34,4.37,2.75
2440.243902439024,45,0.32,Good,H,SI2,63.1,56.0,403,4.34,4.37,2.75
2837.3571428571427,45,0.32,Good,H,SI2,63.1,56.0,403,4.34,4.37,2.75
2205.1612903225805,45,0.32,Good,H,SI2,63.1,56.0,403,4.34,4.37,2.75
1765.7272727272727,45,0.32,Good,H,SI2,63.1,56.0,403,4.34,4.37,2.75
2799.5753424657532,46,0.29,Premium,F,SI1,62.4,58.0,403,4.24,4.26,2.65
2526.0545454545454,46,0.29,Premium,F,SI1,62.4,58.0,403,4.24,4.26,2.65
2696.225352112676,46,0.29,Premium,F,SI1,62.4,58.0,403,4.24,4.26,2.65
2824.8333333333335,46,0.29,Premium,F,SI1,62.4,58.0,403,4.24,4.26,2.65
2657.266666666667,46,0.29,Premium,F,SI1,62.4,58.0,403,4.24,4.26,2.65
2175.714285714286,47,0.32,Very Good,H,SI2,61.8,55.0,403,4.35,4.42,2.71
2440.243902439024,47,0.32,Very Good,H,SI2,61.8,55.0,403,4.35,4.42,2.71
2837.3571428571427,47,0.32,Very Good,H,SI2,61.8,55.0,403,4.35,4.42,2.71
2205.1612903225805,47,0.32,Very Good,H,SI2,61.8,55.0,403,4.35,4.42,2.71
1765.7272727272727,47,0.32,Very Good,H,SI2,61.8,55.0,403,4.35,4.42,2.71
2175.714285714286,48,0.32,Good,H,SI2,63.8,56.0,403,4.36,4.38,2.79
2440.243902439024,48,0.32,Good,H,SI2,63.8,56.0,403,4.36,4.38,2.79
2837.3571428571427,48,0.32,Good,H,SI2,63.8,56.0,403,4.36,4.38,2.79
2205.1612903225805,48,0.32,Good,H,SI2,63.8,56.0,403,4.36,4.38,2.79
1765.7272727272727,48,0.32,Good,H,SI2,63.8,56.0,403,4.36,4.38,2.79
2544.5555555555557,49,0.25,Very Good,E,VS2,63.3,60.0,404,4.0,4.03,2.54
2217.3703703703704,49,0.25,Very Good,E,VS2,63.3,60.0,404,4.0,4.03,2.54
2621.194029850746,49,0.25,Very Good,E,VS2,63.3,60.0,404,4.0,4.03,2.54
2380.653846153846,49,0.25,Very Good,E,VS2,63.3,60.0,404,4.0,4.03,2.54
2682.741176470588,49,0.25,Very Good,E,VS2,63.3,60.0,404,4.0,4.03,2.54
2175.714285714286,50,0.29,Very Good,H,SI2,60.7,60.0,404,4.33,4.37,2.64
2440.243902439024,50,0.29,Very Good,H,SI2,60.7,60.0,404,4.33,4.37,2.64
2837.3571428571427,50,0.29,Very Good,H,SI2,60.7,60.0,404,4.33,4.37,2.64
2205.1612903225805,50,0.29,Very Good,H,SI2,60.7,60.0,404,4.33,4.37,2.64
1765.7272727272727,50,0.29,Very Good,H,SI2,60.7,60.0,404,4.33,4.37,2.64
2799.5753424657532,51,0.24,Very Good,F,SI1,60.9,61.0,404,4.02,4.03,2.45
2526.0545454545454,51,0.24,Very Good,F,SI1,60.9,61.0,404,4.02,4.03,2.45
2696.225352112676,51,0.24,Very Good,F,SI1,60.9,61.0,404,4.02,4.03,2.45
2824.8333333333335,51,0.24,Very Good,F,SI1,60.9,61.0,404,4.02,4.03,2.45
2657.266666666667,51,0.24,Very Good,F,SI1,60.9,61.0,404,4.02,4.03,2.45
2562.730769230769,52,0.23,Ideal,G,VS1,61.9,54.0,404,3.93,3.95,2.44
2576.157894736842,52,0.23,Ideal,G,VS1,61.9,54.0,404,3.93,3.95,2.44
2822.0,52,0.23,Ideal,G,VS1,61.9,54.0,404,3.93,3.95,2.44
2544.8070175438597,52,0.23,Ideal,G,VS1,61.9,54.0,404,3.93,3.95,2.44
2594.5,52,0.23,Ideal,G,VS1,61.9,54.0,404,3.93,3.95,2.44
2856.1111111111113,53,0.32,Ideal,I,SI1,60.9,55.0,404,4.45,4.48,2.72
1898.4,53,0.32,Ideal,I,SI1,60.9,55.0,404,4.45,4.48,2.72
1878.4,53,0.32,Ideal,I,SI1,60.9,55.0,404,4.45,4.48,2.72
2142.785714285714,53,0.32,Ideal,I,SI1,60.9,55.0,404,4.45,4.48,2.72
1727.9761904761904,53,0.32,Ideal,I,SI1,60.9,55.0,404,4.45,4.48,2.72
2544.5555555555557,54,0.22,Premium,E,VS2,61.6,58.0,404,3.93,3.89,2.41
2217.3703703703704,54,0.22,Premium,E,VS2,61.6,58.0,404,3.93,3.89,2.41
2621.194029850746,54,0.22,Premium,E,VS2,61.6,58.0,404,3.93,3.89,2.41
2380.653846153846,54,0.22,Premium,E,VS2,61.6,58.0,404,3.93,3.89,2.41
2682.741176470588,54,0.22,Premium,E,VS2,61.6,58.0,404,3.93,3.89,2.41
2863.6666666666665,55,0.22,Premium,D,VS2,59.3,62.0,404,3.91,3.88,2.31
2142.8571428571427,55,0.22,Premium,D,VS2,59.3,62.0,404,3.91,3.88,2.31
2699.1428571428573,55,0.22,Premium,D,VS2,59.3,62.0,404,3.91,3.88,2.31
2731.695652173913,55,0.22,Premium,D,VS2,59.3,62.0,404,3.91,3.88,2.31
2393.5789473684213,55,0.22,Premium,D,VS2,59.3,62.0,404,3.91,3.88,2.31
2856.1111111111113,56,0.3,Ideal,I,SI2,61.0,59.0,405,4.3,4.33,2.63
1898.4,56,0.3,Ideal,I,SI2,61.0,59.0,405,4.3,4.33,2.63
1878.4,56,0.3,Ideal,I,SI2,61.0,59.0,405,4.3,4.33,2.63
2142.785714285714,56,0.3,Ideal,I,SI2,61.0,59.0,405,4.3,4.33,2.63
1727.9761904761904,56,0.3,Ideal,I,SI2,61.0,59.0,405,4.3,4.33,2.63
1734.6666666666667,57,0.3,Premium,J,SI2,59.3,61.0,405,4.43,4.38,2.61
1588.7,57,0.3,Premium,J,SI2,59.3,61.0,405,4.43,4.38,2.61
2830.0,57,0.3,Premium,J,SI2,59.3,61.0,405,4.43,4.38,2.61
2311.6153846153848,57,0.3,Premium,J,SI2,59.3,61.0,405,4.43,4.38,2.61
1455.7142857142858,57,0.3,Premium,J,SI2,59.3,61.0,405,4.43,4.38,2.61
2856.1111111111113,58,0.3,Very Good,I,SI1,62.6,57.0,405,4.25,4.28,2.67
1898.4,58,0.3,Very Good,I,SI1,62.6,57.0,405,4.25,4.28,2.67
1878.4,58,0.3,Very Good,I,SI1,62.6,57.0,405,4.25,4.28,2.67
2142.785714285714,58,0.3,Very Good,I,SI1,62.6,57.0,405,4.25,4.28,2.67
1727.9761904761904,58,0.3,Very Good,I,SI1,62.6,57.0,405,4.25,4.28,2.67
2856.1111111111113,59,0.3,Very Good,I,SI1,63.0,57.0,405,4.28,4.32,2.71
1898.4,59,0.3,Very Good,I,SI1,63.0,57.0,405,4.28,4.32,2.71
1878.4,59,0.3,Very Good,I,SI1,63.0,57.0,405,4.28,4.32,2.71
2142.785714285714,59,0.3,Very Good,I,SI1,63.0,57.0,405,4.28,4.32,2.71
1727.9761904761904,59,0.3,Very Good,I,SI1,63.0,57.0,405,4.28,4.32,2.71
2856.1111111111113,60,0.3,Good,I,SI1,63.2,55.0,405,4.25,4.29,2.7
1898.4,60,0.3,Good,I,SI1,63.2,55.0,405,4.25,4.29,2.7
1878.4,60,0.3,Good,I,SI1,63.2,55.0,405,4.25,4.29,2.7
2142.785714285714,60,0.3,Good,I,SI1,63.2,55.0,405,4.25,4.29,2.7
1727.9761904761904,60,0.3,Good,I,SI1,63.2,55.0,405,4.25,4.29,2.7
